WOS ID,First Name,Country,Country Code,Gender,Gender Probability,Publication Year,Author Type,Publication
WOS:000082669900023,Umberto,Italy,IT,male,100.00%,1999,Corresponding,EUR J IMMUNOL
WOS:000083481000014,Francesco,Italy,IT,male,100.00%,1999,Corresponding,RAPID COMMUN MASS SP
WOS:000085011600007,Lennart,Sweden,SE,male,100.00%,2000,Corresponding,J CHROMATOGR B
WOS:000085044700020,Cecilia,Italy,IT,female,100.00%,1999,Corresponding,ELECTROPHORESIS
WOS:000085394300010,Charles,United States of America,US,male,100.00%,2000,Corresponding,ALCOHOL CLIN EXP RES
WOS:000086020500006,Emanuel,United States of America,US,male,100.00%,2000,Corresponding,DRUG DEVELOP RES
WOS:000086151000013,Akira,Japan,JP,male,97.00%,2000,Corresponding,PEDIATR RES
WOS:000086345600011,Jay,United States of America,US,male,100.00%,2000,Corresponding,J BIOL CHEM
WOS:000086793200033,Jens,Germany,DE,male,100.00%,2000,Corresponding,BIOCHEM BIOPH RES CO
WOS:000087343800001,Paulo,Portugal,PT,male,100.00%,2000,Corresponding,OPHTHALMIC RES
WOS:000087348000012,Pasquale,Italy,IT,male,100.00%,2000,Corresponding,RAPID COMMUN MASS SP
WOS:000087425000004,Randall,United States of America,US,male,100.00%,2000,Corresponding,ANAL CHEM
WOS:000087425000028,Richard,United States of America,US,male,100.00%,2000,Corresponding,ANAL CHEM
WOS:000087759800035,Andreas,Germany,DE,male,100.00%,2000,Corresponding,NEUROREPORT
WOS:000087782500051,Jonathan,Australia,AU,male,100.00%,2000,Corresponding,J AGR FOOD CHEM
WOS:000088072100010,Pietro,Italy,IT,male,100.00%,2000,Corresponding,RAPID COMMUN MASS SP
WOS:000088107000004,Duane,United States of America,US,male,100.00%,2000,Corresponding,J COMB CHEM
WOS:000088313500005,Robert,United States of America,US,male,100.00%,2000,Corresponding,CHEM RES TOXICOL
WOS:000088336200043,Alvin,United States of America,US,male,100.00%,2000,Corresponding,INFECT IMMUN
WOS:000088449900007,Maciej,United States of America,US,male,100.00%,2000,Corresponding,J LABELLED COMPD RAD
WOS:000088491800023,Carl,United States of America,US,male,100.00%,2000,Corresponding,J AM COLL CARDIOL
WOS:000089087000029,RHermon,England,GB,unknown,0.00%,2000,Corresponding,GASTROENTEROLOGY
WOS:000089457800011,Terry,United States of America,US,male,94.00%,2000,Corresponding,CHEM RES TOXICOL
WOS:000089713400004,Christine,New Zealand,NZ,female,100.00%,2000,Corresponding,FREE RADICAL BIO MED
WOS:000165701900047,Francesco,Italy,IT,male,100.00%,2000,Corresponding,BIOCHEM BIOPH RES CO
WOS:000166009300004,Katsumi,Japan,JP,male,94.00%,2000,Corresponding,CLIN BIOCHEM
WOS:000166238100012,Francesco,Italy,IT,male,100.00%,2001,Corresponding,J AM COLL CARDIOL
WOS:000166294700043,Leonard,Canada,CA,male,100.00%,2001,Corresponding,KIDNEY INT
WOS:000166367100008,Gideon,United States of America,US,male,100.00%,2001,Corresponding,J CELL BIOL
WOS:000166651700010,Jean‐Luc,France,FR,unknown,0.00%,2001,Corresponding,CLIN TRANSPLANT
WOS:000166778900022,Jacqueline,Germany,DE,female,98.00%,2001,Corresponding,J NEUROSCI
WOS:000167293100006,Lillian,United States of America,US,female,100.00%,2001,Corresponding,PROSTATE
WOS:000167441900008,Mark,United States of America,US,male,100.00%,2001,Corresponding,ARCH NEUROL-CHICAGO
WOS:000167795900003,Catherine,England,GB,female,100.00%,2001,Corresponding,BIOCHEM J
WOS:000168134000035,Antonia,United States of America,US,female,98.00%,2001,Corresponding,AM J PATHOL
WOS:000168260200022,Boris,Switzerland,CH,male,100.00%,2001,Corresponding,NEUROREPORT
WOS:000168488900012,Laine,United States of America,US,female,80.00%,2001,Corresponding,ANAL BIOCHEM
WOS:000168519800036,Gary,United States of America,US,male,100.00%,2001,Corresponding,ANAL CHEM
WOS:000168591900007,Jose,Spain,ES,male,99.00%,2001,Corresponding,CLIN SCI
WOS:000168709300010,Gert,Austria,AT,male,96.00%,2001,Corresponding,LIFE SCI
WOS:000169571400019,John,United States of America,US,male,100.00%,2001,Corresponding,PEDIATRICS
WOS:000169697400003,Peter,Denmark,DK,male,100.00%,2001,Corresponding,J MASS SPECTROM
WOS:000171528900005,Yousef,United States of America,US,male,100.00%,2001,Corresponding,MOL MED
WOS:000171925600018,Hiroshi,France,FR,male,98.00%,2001,Corresponding,J BIOL CHEM
WOS:000172193900008,Eytan,Israel,IL,male,100.00%,2001,Corresponding,RAPID COMMUN MASS SP
WOS:000172239600009,Jay,United States of America,US,male,100.00%,2001,Corresponding,ARCH BIOCHEM BIOPHYS
WOS:000172318200013,Gerard,North Ireland,GB,male,100.00%,2001,Corresponding,J CLIN PERIODONTOL
WOS:000172808400012,Timothy,United States of America,US,male,100.00%,2001,Corresponding,DIS MARKERS
WOS:000173371000019,Joseph,United States of America,US,male,100.00%,2002,Corresponding,ANAL BIOCHEM
WOS:000173434400003,Laura,United States of America,US,female,100.00%,2001,Corresponding,DIS MARKERS
WOS:000173434400009,Joanna,United States of America,US,female,100.00%,2001,Corresponding,DIS MARKERS
WOS:000173434400010,Samir,United States of America,US,male,100.00%,2001,Corresponding,DIS MARKERS
WOS:000173434400011,Emanuel,United States of America,US,male,100.00%,2001,Corresponding,DIS MARKERS
WOS:000173569400009,Zhiyong,Canada,CA,male,100.00%,2002,Corresponding,ECOTOX ENVIRON SAFE
WOS:000173752000005,Peter,Australia,AU,male,100.00%,2002,Corresponding,MOL GENET METAB
WOS:000173964300001,Fred,United States of America,US,male,100.00%,2002,Corresponding,J MASS SPECTROM
WOS:000174129400001,Timothy,United States of America,US,male,100.00%,2002,Corresponding,EXP HEMATOL
WOS:000174146900001,Ingrid,Germany,DE,female,99.00%,2002,Corresponding,FREE RADICAL RES
WOS:000174341700005,Catherine,England,GB,female,100.00%,2002,Corresponding,FREE RADICAL RES
WOS:000174589500010,Kathleen,United States of America,US,female,100.00%,2002,Corresponding,BRAIN RES
WOS:000174842600001,Haleem,United States of America,US,male,100.00%,2002,Corresponding,BIOCHEM BIOPH RES CO
WOS:000175358800045,Antonia,United States of America,US,female,98.00%,2002,Corresponding,ANAL CHEM
WOS:000175626400027,Jane,United States of America,US,female,100.00%,2002,Corresponding,ENVIRON HEALTH PERSP
WOS:000175646000027,Jean‐Luc,France,FR,unknown,0.00%,2002,Corresponding,ARTHRITIS RHEUM-US
WOS:000175646000028,Grethe,Sweden,SE,female,100.00%,2002,Corresponding,ARTHRITIS RHEUM-US
WOS:000176158600009,Domenico,United States of America,US,male,100.00%,2002,Corresponding,ARCH NEUROL-CHICAGO
WOS:000176670700008,Virpi,Finland,FI,female,93.00%,2002,Corresponding,PHARMACOL TOXICOL
WOS:000176744500007,Matthias,Germany,DE,male,100.00%,2002,Corresponding,HUM MUTAT
WOS:000177085700007,Kenji,Japan,JP,male,100.00%,2002,Corresponding,HUM MUTAT
WOS:000177393800016,DAllan,United States of America,US,male,100.00%,2002,Corresponding,FREE RADICAL BIO MED
WOS:000177526400023,Seung,South Korea,KR,male,87.00%,2002,Corresponding,ELECTROPHORESIS
WOS:000178042000040,Jon,United States of America,US,male,100.00%,2002,Corresponding,KIDNEY INT
WOS:000178238600007,Gregory,United States of America,US,male,100.00%,2002,Corresponding,J PROTEOME RES
WOS:000178746700026,Michael,Germany,DE,male,100.00%,2002,Corresponding,ELECTROPHORESIS
WOS:000178874400003,Jürgen,Germany,DE,male,100.00%,2002,Corresponding,BBA-MOL CELL BIOL L
WOS:000178994400006,Akira,Japan,JP,male,97.00%,2002,Corresponding,BBA-MOL BASIS DIS
WOS:000179056300006,Cathy,United States of America,US,female,100.00%,2002,Corresponding,DIS MARKERS
WOS:000179056300008,Aaron,United States of America,US,male,100.00%,2002,Corresponding,DIS MARKERS
WOS:000179082200005,Richard,United States of America,US,male,100.00%,2002,Corresponding,J AM SOC MASS SPECTR
WOS:000179362000001,Chiara,Italy,IT,female,100.00%,2002,Corresponding,CURR CONTR TRIALS C
WOS:000179683400002,Takafumi,Japan,JP,male,100.00%,2002,Corresponding,J PROTEOME RES
WOS:000179785100022,YKaren,United States of America,US,unknown,0.00%,2002,Corresponding,J CHROMATOGR B
WOS:000180354200013,Jina,South Korea,KR,female,97.00%,2002,Corresponding,ELECTROPHORESIS
WOS:000180773100001,Thomas,United States of America,US,male,100.00%,2003,Corresponding,GENET EPIDEMIOL
WOS:000180887000016,Matthew,Singapore,SG,male,98.00%,2002,Corresponding,BIOCHEM BIOPH RES CO
WOS:000181259300029,Niels,Denmark,DK,male,100.00%,2003,Corresponding,ANAL CHEM
WOS:000181304100031,Randall,United States of America,US,male,100.00%,2003,Corresponding,FEBS LETT
WOS:000181726100026,Ross,United States of America,US,male,100.00%,2003,Corresponding,GYNECOL ONCOL
WOS:000181804000013,Ian,Australia,AU,male,100.00%,2003,Corresponding,ATHEROSCLEROSIS
WOS:000181818400017,Catherine,France,FR,female,99.00%,2003,Corresponding,CLIN CHEM
WOS:000181844100002,Paola,Italy,IT,female,100.00%,2003,Corresponding,RAPID COMMUN MASS SP
WOS:000181844100013,Ralph,Germany,DE,male,100.00%,2003,Corresponding,RAPID COMMUN MASS SP
WOS:000182059400010,HyeRan,South Korea,KR,female,96.00%,2003,Corresponding,J CHROMATOGR B
WOS:000182199800007,Bing,China,CN,male,96.00%,2003,Corresponding,PROTEOMICS
WOS:000182199800008,Andrea,Italy,IT,male,58.00%,2003,Corresponding,PROTEOMICS
WOS:000182273000010,Hans,Germany,DE,male,98.00%,2003,Corresponding,BREAST CANCER RES TR
WOS:000182606500005,Sarah,United States of America,US,female,100.00%,2003,Corresponding,ANAL BIOCHEM
WOS:000182733200001,Christian,England,GB,male,100.00%,2003,Corresponding,BIOL PSYCHIAT
WOS:000182738000003,Pedro,England,GB,male,100.00%,2003,Corresponding,CLIN SCI
WOS:000182781900026,Kevin,England,GB,male,100.00%,2003,Corresponding,KIDNEY INT
WOS:000182862100018,Antonio,Italy,IT,male,100.00%,2003,Corresponding,AM J RESP CRIT CARE
WOS:000182941700010,HansGerd,Netherlands,NL,unknown,0.00%,2003,Corresponding,J CHROMATOGR B
WOS:000183024200022,Emilia,United States of America,US,female,100.00%,2003,Corresponding,BIOCHEMISTRY-US
WOS:000183291600013,Cheryl,Australia,AU,female,100.00%,2003,Corresponding,RAPID COMMUN MASS SP
WOS:000183407400012,Christian,England,GB,male,100.00%,2003,Corresponding,ANALYST
WOS:000183415500008,Tong,Finland,FI,male,88.00%,2003,Corresponding,ARTHRIT RHEUM-ARTHR
WOS:000183534700003,Patrick,England,GB,male,100.00%,2003,Corresponding,BBA-MOL CELL BIOL L
WOS:000183547000062,GMichael,United States of America,US,male,100.00%,2003,Corresponding,UROLOGY
WOS:000183795800007,Wolfgang,United States of America,US,male,100.00%,2003,Corresponding,INVEST OPHTH VIS SCI
WOS:000183843000003,OhSeung,South Korea,KR,male,100.00%,2003,Corresponding,ENVIRON TOXICOL PHAR
WOS:000184067700029,Walter,Canada,CA,male,100.00%,2003,Corresponding,ARTHRITIS RHEUM-US
WOS:000184095600012,Wolfgang,Germany,DE,male,100.00%,2003,Corresponding,PHARMACOGENOMICS
WOS:000184134100022,SHIV,United States of America,US,male,100.00%,2003,Corresponding,J UROLOGY
WOS:000184409300013,Stanley,United States of America,US,male,100.00%,2003,Corresponding,CIRCULATION
WOS:000184507200027,Rembert,United States of America,US,male,100.00%,2003,Corresponding,PROTEOMICS
WOS:000184650300017,Yingxin,United States of America,US,female,100.00%,2003,Corresponding,ANAL CHEM
WOS:000184764500003,John,Canada,CA,male,100.00%,2003,Corresponding,J PROTEOME RES
WOS:000184902000004,Ferdinand,Germany,DE,male,100.00%,2003,Corresponding,MOL CELL PROTEOMICS
WOS:000184978300009,Rob,Netherlands,NL,male,100.00%,2003,Corresponding,BBA-PROTEINS PROTEOM
WOS:000185031500025,Rosamonde,England,GB,unknown,0.00%,2003,Corresponding,PROTEOMICS
WOS:000185068100008,Steven,United States of America,US,male,100.00%,2003,Corresponding,ANAL BIOCHEM
WOS:000185091000006,Johan,Netherlands,NL,male,100.00%,2003,Corresponding,J NEUROPATH EXP NEUR
WOS:000185165900014,Yingxin,United States of America,US,female,100.00%,2003,Corresponding,ELECTROPHORESIS
WOS:000185227300006,Sivaramakrishnan,India,IN,male,100.00%,2003,Corresponding,CURR EYE RES
WOS:000185310600006,Hongyu,United States of America,US,male,100.00%,2003,Corresponding,BIOINFORMATICS
WOS:000185404700013,Edward,United States of America,US,male,100.00%,2003,Corresponding,PROTEOMICS
WOS:000185440800001,Shinnya,Japan,JP,male,100.00%,2003,Corresponding,DIABETES RES CLIN PR
WOS:000185520900008,Trevor,Australia,AU,male,100.00%,2003,Corresponding,FREE RADICAL BIO MED
WOS:000185992300007,Paul,England,GB,male,100.00%,2003,Corresponding,BBA-MOL BASIS DIS
WOS:000185998000011,Helen,United States of America,US,female,100.00%,2003,Corresponding,ALCOHOL CLIN EXP RES
WOS:000186009000007,Jin,United States of America,US,male,77.00%,2003,Corresponding,INT J MASS SPECTROM
WOS:000186306500015,Maja,Sweden,SE,female,100.00%,2003,Corresponding,MOL BRAIN RES
WOS:000186449600033,Asa,United States of America,US,male,96.00%,2003,Corresponding,ENVIRON HEALTH PERSP
WOS:000186538400004,Visith,United States of America,US,male,100.00%,2003,Corresponding,NEPHRON EXP NEPHROL
WOS:000186582500019,Hyman,Canada,CA,male,100.00%,2003,Corresponding,PROTEOMICS
WOS:000186643900008,Paul,England,GB,male,100.00%,2003,Corresponding,BIOCHEM J
WOS:000186749100001,Bong,South Korea,KR,male,94.00%,2003,Corresponding,CANCER LETT
WOS:000187250900008,Anthony,England,GB,male,100.00%,2003,Corresponding,MOL CELL PROTEOMICS
WOS:000187531500025,Peter,Canada,CA,male,100.00%,2004,Corresponding,J AM SOC NEPHROL
WOS:000187714700007,Massimo,United States of America,US,male,100.00%,2004,Corresponding,J CELL BIOCHEM
WOS:000187781800047,Clifford,United States of America,US,male,100.00%,2004,Corresponding,ENVIRON SCI TECHNOL
WOS:000187937000005,Yutaka,United States of America,US,male,100.00%,2003,Corresponding,J BIOMED BIOTECHNOL
WOS:000188293900047,Daniel,United States of America,US,male,100.00%,2004,Corresponding,CANCER RES
WOS:000188318700008,Timothy,China,CN,male,100.00%,2004,Corresponding,CLIN CANCER RES
WOS:000188409600011,Danny,Netherlands,NL,male,99.00%,2004,Corresponding,PHYTOCHEMISTRY
WOS:000188591100022,Rulin,Canada,CA,unknown,0.00%,2004,Corresponding,PROTEOMICS
WOS:000188666200005,Antonia,Greece,GR,female,98.00%,2003,Corresponding,J BIOMED BIOTECHNOL
WOS:000188982700007,Michael,United States of America,US,male,100.00%,2004,Corresponding,CLIN CANCER RES
WOS:000189022500011,Bert,United States of America,US,male,100.00%,2004,Corresponding,J PROTEOME RES
WOS:000189165800009,Edzard,Germany,DE,male,100.00%,2004,Corresponding,CIRCULATION
WOS:000220163800046,John,United States of America,US,male,100.00%,2004,Corresponding,P NATL ACAD SCI USA
WOS:000220179100025,Anand,United States of America,US,male,100.00%,2004,Corresponding,PROTEOMICS
WOS:000220337600020,Takeshi,Japan,JP,male,100.00%,2004,Corresponding,CLIN CANCER RES
WOS:000220478700010,Peter,Australia,AU,male,100.00%,2004,Corresponding,PEDIATR RES
WOS:000220506000001,David,United States of America,US,male,100.00%,2004,Corresponding,J AM SOC MASS SPECTR
WOS:000220650600012,Sandra,United States of America,US,female,100.00%,2004,Corresponding,AM J NEPHROL
WOS:000220683400012,Jörn,Germany,DE,male,100.00%,2004,Corresponding,ANN CLIN BIOCHEM
WOS:000220763900025,Rembert,United States of America,US,male,100.00%,2004,Corresponding,PROTEOMICS
WOS:000220763900027,Fumio,Japan,JP,male,100.00%,2004,Corresponding,PROTEOMICS
WOS:000220770400053,Frederica,United States of America,US,female,100.00%,2004,Corresponding,ENVIRON HEALTH PERSP
WOS:000220835700017,Jingyue,United States of America,US,male,80.00%,2004,Corresponding,GENOMICS
WOS:000220872800003,JINONG,United States of America,US,unknown,0.00%,2004,Corresponding,J UROLOGY
WOS:000220929000007,Lajos,United States of America,US,male,100.00%,2004,Corresponding,CANCER
WOS:000221182200010,Sevgi,Turkey,TR,female,96.00%,2004,Corresponding,FREE RADICAL RES
WOS:000221205900013,Anders,United States of America,US,male,100.00%,2004,Corresponding,ANAL CHEM
WOS:000221228500008,Bong,South Korea,KR,male,94.00%,2004,Corresponding,RAPID COMMUN MASS SP
WOS:000221407500001,Michael,United States of America,US,male,100.00%,2004,Corresponding,BMC BIOINFORMATICS
WOS:000221573700007,Wei,China,CN,male,77.00%,2004,Corresponding,J CHROMATOGR B
WOS:000221677400011,Matthias,Germany,DE,male,100.00%,2004,Corresponding,AM J RESP CRIT CARE
WOS:000221681800005,Aaron,United States of America,US,male,100.00%,2004,Corresponding,CLIN IMMUNOL
WOS:000221691000005,Henrik,Denmark,DK,male,100.00%,2004,Corresponding,FREE RADICAL BIO MED
WOS:000221798300011,Monika,Germany,DE,female,99.00%,2004,Corresponding,PATHOL RES PRACT
WOS:000221837600010,JeanFrançois,Belgium,BE,unknown,0.00%,2004,Corresponding,J CHROMATOGR A
WOS:000221963100027,María,Spain,ES,female,100.00%,2004,Corresponding,J AGR FOOD CHEM
WOS:000222075500028,Jonas,Sweden,SE,male,100.00%,2004,Corresponding,J PROTEOME RES
WOS:000222075500034,Terence,Canada,CA,male,100.00%,2004,Corresponding,J PROTEOME RES
WOS:000222077900008,Ferdinand,Germany,DE,male,100.00%,2004,Corresponding,CANCER RES
WOS:000222245000002,Stephen,United States of America,US,male,100.00%,2004,Corresponding,OMICS
WOS:000222533500030,Markus,Switzerland,CH,male,100.00%,2004,Corresponding,PROTEOMICS
WOS:000222533500032,Johan,Belgium,BE,male,100.00%,2004,Corresponding,PROTEOMICS
WOS:000222571400015,Eva,Germany,DE,female,99.00%,2004,Corresponding,BLOOD
WOS:000222706400019,Edward,United States of America,US,male,100.00%,2004,Corresponding,ANAL CHEM
WOS:000222706400031,Michael,United States of America,US,male,100.00%,2004,Corresponding,ANAL CHEM
WOS:000222723200011,Barry,Singapore,SG,male,100.00%,2004,Corresponding,BIOCHEM BIOPH RES CO
WOS:000222835300008,Virend,United States of America,US,unknown,0.00%,2004,Corresponding,AM J PHYSIOL-REG I
WOS:000222885500035,Terence,China,CN,male,99.00%,2004,Corresponding,CLIN CHEM
WOS:000222890600014,Eva,Germany,DE,female,99.00%,2004,Corresponding,ELECTROPHORESIS
WOS:000222893400021,Junichi,Japan,JP,male,100.00%,2004,Corresponding,AM J PATHOL
WOS:000222973800003,Massimo,Italy,IT,male,100.00%,2004,Corresponding,J NEUROTRAUM
WOS:000222991700004,Thomas,Germany,DE,male,100.00%,2004,Corresponding,LAB INVEST
WOS:000223001600002,Bong,South Korea,KR,male,94.00%,2004,Corresponding,PROSTAG LEUKOTR ESS
WOS:000223137300029,Jia,China,CN,female,59.00%,2004,Corresponding,PROTEOMICS
WOS:000223276700050,Susan,United States of America,US,female,100.00%,2004,Corresponding,P NATL ACAD SCI USA
WOS:000223282700007,Bong,South Korea,KR,male,94.00%,2004,Corresponding,BRAIN RES BULL
WOS:000223290300037,Erick,United States of America,US,male,100.00%,2004,Corresponding,ANAL CHEM
WOS:000223308700020,Kelvin,United States of America,US,male,100.00%,2004,Corresponding,ELECTROPHORESIS
WOS:000223409600016,Mario,Italy,IT,male,99.00%,2004,Corresponding,FREE RADICAL BIO MED
WOS:000223453600109,Junmin,United States of America,US,male,100.00%,2004,Corresponding,J BIOL CHEM
WOS:000223480100011,Friedrich,Switzerland,CH,male,100.00%,2004,Corresponding,ALCOHOL CLIN EXP RES
WOS:000223659200006,Melissa,United States of America,US,female,100.00%,2004,Corresponding,SPECTROSC-INT J
WOS:000223779200015,Peleg,United States of America,US,male,100.00%,2004,Corresponding,J NEUROSCI
WOS:000223799100050,Mark,United States of America,US,male,100.00%,2004,Corresponding,P NATL ACAD SCI USA
WOS:000223836500008,Mark,United States of America,US,male,100.00%,2004,Corresponding,PROSTATE
WOS:000223841800006,Yuan,China,CN,male,53.00%,2004,Corresponding,CLIN BIOCHEM
WOS:000223938700022,David,United States of America,US,male,100.00%,2004,Corresponding,ELECTROPHORESIS
WOS:000223992300018,Anirban,United States of America,US,male,99.00%,2004,Corresponding,CANCER-AM CANCER SOC
WOS:000224239100035,Mark,United States of America,US,male,100.00%,2004,Corresponding,MOL CELL BIOL
WOS:000224242200022,Peter,Australia,AU,male,100.00%,2004,Corresponding,PEDIATRICS
WOS:000224487500022,Concha,Spain,ES,female,99.00%,2004,Corresponding,PROTEOMICS
WOS:000224487500035,Hon‐chiu,Singapore,SG,unknown,0.00%,2004,Corresponding,PROTEOMICS
WOS:000224499400005,Natale,Italy,IT,male,99.00%,2004,Corresponding,RAPID COMMUN MASS SP
WOS:000224639900001,Phillip,England,GB,male,100.00%,2004,Corresponding,BRIT J NUTR
WOS:000224662800011,Maria,Australia,AU,female,100.00%,2004,Corresponding,PEDIATR RES
WOS:000224693800016,Akhilesh,United States of America,US,male,100.00%,2004,Corresponding,J PROTEOME RES
WOS:000224757200001,Karin,United States of America,US,female,100.00%,2004,Corresponding,DIS MARKERS
WOS:000224757200003,Richard,United States of America,US,male,100.00%,2004,Corresponding,DIS MARKERS
WOS:000224757200007,Jennifer,United States of America,US,female,100.00%,2004,Corresponding,DIS MARKERS
WOS:000224872500004,Keith,United States of America,US,male,100.00%,2004,Corresponding,RAPID COMMUN MASS SP
WOS:000224933200011,Han,Netherlands,NL,male,89.00%,2004,Corresponding,J CELL BIOCHEM
WOS:000225048000005,Andrew,United States of America,US,male,100.00%,2004,Corresponding,MOL CELL PROTEOMICS
WOS:000225223200002,Suk,South Korea,KR,male,84.00%,2004,Corresponding,PROTEOMICS
WOS:000225223200003,KyuBum,South Korea,KR,male,100.00%,2004,Corresponding,PROTEOMICS
WOS:000225223200004,KyuBum,South Korea,KR,male,100.00%,2004,Corresponding,PROTEOMICS
WOS:000225223200007,Dongbin,South Korea,KR,male,100.00%,2004,Corresponding,PROTEOMICS
WOS:000225223200020,Jae‐We,South Korea,KR,unknown,0.00%,2004,Corresponding,PROTEOMICS
WOS:000225235100010,Dora,United States of America,US,female,100.00%,2004,Corresponding,ANN EPIDEMIOL
WOS:000225303100003,Simone,Germany,DE,female,98.00%,2004,Corresponding,J VET DIAGN INVEST
WOS:000225363500011,Dirk,United States of America,US,male,100.00%,2004,Corresponding,INT J MASS SPECTROM
WOS:000225496300005,Peter,Australia,AU,male,100.00%,2004,Corresponding,MOL GENET METAB
WOS:000225535100011,Frédéric,France,FR,male,100.00%,2004,Corresponding,EUR J MASS SPECTROM
WOS:000225667300004,Paul,United States of America,US,male,100.00%,2004,Corresponding,J AM SOC MASS SPECTR
WOS:000225750200009,Brad,United States of America,US,male,100.00%,2004,Corresponding,ARTHRITIS RHEUM-US
WOS:000225801200029,Jonas,Sweden,SE,male,100.00%,2004,Corresponding,PROTEOMICS
WOS:000225809200019,Andreas,United States of America,US,male,100.00%,2004,Corresponding,CANCER RES
WOS:000225809200035,Donghui,United States of America,US,female,71.00%,2004,Corresponding,CANCER RES
WOS:000225847300019,Matthias,Germany,DE,male,100.00%,2004,Corresponding,J PROTEOME RES
WOS:000225991100014,Hong,China,CN,female,61.00%,2005,Corresponding,CLIN CHEM
WOS:000226245000008,Valérie,France,FR,female,98.00%,2005,Corresponding,HEPATOLOGY
WOS:000226467400034,Joseph,United States of America,US,male,100.00%,2005,Corresponding,ELECTROPHORESIS
WOS:000226944700012,Haleem,United States of America,US,male,100.00%,2005,Corresponding,MOL CELL ENDOCRINOL
WOS:000227112100026,Richard,United States of America,US,male,100.00%,2005,Corresponding,PROTEOMICS
WOS:000227169400033,Eliseo,United States of America,US,male,100.00%,2005,Corresponding,ENVIRON HEALTH PERSP
WOS:000227173700004,Maria,Australia,AU,female,100.00%,2005,Corresponding,MOL GENET METAB
WOS:000227216900014,Franz,Germany,DE,male,99.00%,2005,Corresponding,INVEST OPHTH VIS SCI
WOS:000227228700026,Natalie,Australia,AU,female,100.00%,2005,Corresponding,J HYPERTENS
WOS:000227319900017,Berthold,Austria,AT,male,100.00%,2005,Corresponding,RESP PHYSIOL NEUROBI
WOS:000227340500011,Michael,Germany,DE,male,100.00%,2005,Corresponding,J MASS SPECTROM
WOS:000227460300002,Walter,United States of America,US,male,100.00%,2004,Corresponding,DIS MARKERS
WOS:000227535600013,Edward,United States of America,US,male,100.00%,2005,Corresponding,INT J CANCER
WOS:000227663900009,Ashok,United States of America,US,male,100.00%,2005,Corresponding,METHODS
WOS:000227745800009,Arlette,France,FR,female,99.00%,2005,Corresponding,J BACTERIOL
WOS:000227759500012,Pierre,Canada,CA,male,100.00%,2005,Corresponding,ANAL CHEM
WOS:000227936600004,Marianne,Canada,CA,female,100.00%,2005,Corresponding,CLIN CHEM
WOS:000228102600001,Sung,United States of America,US,male,93.00%,2005,Corresponding,J LIQ CHROMATOGR R T
WOS:000228166500001,Ilya,Canada,CA,male,100.00%,2005,Corresponding,BMC BIOINFORMATICS
WOS:000228198900016,Thomas,Germany,DE,male,100.00%,2005,Corresponding,J CLIN ENDOCR METAB
WOS:000228203400013,Akihito,Japan,JP,male,100.00%,2005,Corresponding,J NEUROSCI RES
WOS:000228221000020,Enrico,Italy,IT,male,100.00%,2005,Corresponding,PROTEOMICS
WOS:000228222600008,Stephen,Australia,AU,male,100.00%,2005,Corresponding,INT IMMUNOPHARMACOL
WOS:000228313800001,Christian,Austria,AT,male,100.00%,2005,Corresponding,J BIOMED INFORM
WOS:000228374800007,Mohamed,Saudi Arabia,SA,male,100.00%,2005,Corresponding,BIOMED CHROMATOGR
WOS:000228401700028,Peter,United States of America,US,male,100.00%,2005,Corresponding,JAMA-J AM MED ASSOC
WOS:000228410100009,Hyun,South Korea,KR,male,63.00%,2005,Corresponding,CANCER SCI
WOS:000228421900037,Timothy,United States of America,US,male,100.00%,2005,Corresponding,J PROTEOME RES
WOS:000228421900045,Matthias,Germany,DE,male,100.00%,2005,Corresponding,J PROTEOME RES
WOS:000228444800100,Valentina,Italy,IT,female,99.00%,2005,Corresponding,J BIOL CHEM
WOS:000228708400006,Wayne,Australia,AU,male,100.00%,2005,Corresponding,ADV CHRONIC KIDNEY D
WOS:000228772400020,Matthias,Germany,DE,male,100.00%,2005,Corresponding,PROTEOMICS
WOS:000228772400021,Gary,United States of America,US,male,100.00%,2005,Corresponding,PROTEOMICS
WOS:000228905000005,Adelbert,Germany,DE,male,100.00%,2005,Corresponding,HUM MUTAT
WOS:000229321000019,Teoan,South Korea,KR,unknown,0.00%,2005,Corresponding,PROTEOMICS
WOS:000229321000023,John,China,CN,male,100.00%,2005,Corresponding,PROTEOMICS
WOS:000229346900011,Xiangmin,China,CN,male,57.00%,2005,Corresponding,ANAL CHIM ACTA
WOS:000229554900022,Johanna,United States of America,US,female,100.00%,2005,Corresponding,PROTEOMICS
WOS:000229597900016,Eric,United States of America,US,male,100.00%,2005,Corresponding,INT J CANCER
WOS:000229778900009,Gerald,Canada,CA,male,100.00%,2005,Corresponding,J SEX MED
WOS:000229882400007,JaeChan,South Korea,KR,male,100.00%,2005,Corresponding,J PROTEOME RES
WOS:000229882400017,Naohisa,Japan,JP,male,100.00%,2005,Corresponding,J PROTEOME RES
WOS:000229882400019,David,United States of America,US,male,100.00%,2005,Corresponding,J PROTEOME RES
WOS:000229896300018,Ikuo,Japan,JP,male,100.00%,2005,Corresponding,BIOL PHARM BULL
WOS:000230075900025,Bernd,Germany,DE,male,100.00%,2005,Corresponding,ANAL BIOANAL CHEM
WOS:000230134500002,Mona,Israel,IL,female,99.00%,2005,Corresponding,NEPHRON CLIN PRACT
